CODE ID;NOM DE LA MAISON;ADRESSE;CODE POSTAL;VILLE;DEPARTEMENT;REGION;PAYS;DESCRIPTIF;PROPRIETE /GESTION;Voir le programme;Site web;Facebook;Twitter;Instagram;Dailymotion;TAG Année de labellisation;TAG maison-des-illustres;TAG monument-historique;TAG tourisme-et-handicap;TAG musee-de-france;TAG architecture-contemporaine-remarquable;TAG patrimoine-mondial-de-lunesco;TAG jardin-remarquable;TAG patrimoine industriel;TAG litterature-et-idees;TAG arts-et-architecture;TAG sciences-et-industrie;TAG musique-theatre-et-cinema;TAG histoire-et-politique;geolocalisation
APN00_93_MI201;Le Bayle-Vert;;13450;Grans;Bouches-du-Rhône;Provence-Alpes-Côte d’Azur;France;Mas-Felipe Delavouët (1920-1990) est poète d'expression provençale. Orphelin très jeune, il vint vivre au Bayle-Vert, auprès de sa grand-mère maternelle, et s'y établit. Le Bayle-Vert est un mas de Crau, des XVIIIe et du XIXe siècles, petite exploitation agricole maintenue dans l’état exact connu par le poète (maison, jardin, prairies et paysage alentours). Du vivant du poète, le Bayle-Vert, fut une source d’inspiration, un lieu d'écriture et d’accueil pour ses amis peintres, écrivains, photographes. Dans cette maison, il conçut la totalité de son œuvre poétique, théâtrale et littéraire, édita une collection de livres d’artistes («Les livres du Bayle-Vert») et créa une œuvre graphique (gravures, dessins, tapisseries…). Le Bayle-vert héberge aujourd’hui le Centre Mas-Felipe Delavouët, association qui anime le lieu et effectue un travail de diffusion grâce à des publications, expositions, lectures, conférences, escapades littéraires…;Propriété privée.;;;https://www.facebook.com/Centre-Mas-Felipe-Delavouët-310419729156473/;https://twitter.com/CDelavouet/;;;labellisee-en-2014;maison-des-illustres;monument-historique;;;;;;;litterature-et-idees;;;;;43.613266,5.047688
APN00_27_MI027;Musée Buffon;Éringes;21500;Montbard;Côte-d'Or;Bourgogne – Franche-Comté;France;"Naturaliste, membre de l’Académie des Sciences et de l’Académie française, intendant du Jardin du Roi pendant près de cinquante ans, grand propriétaire terrien et maître de forges, architecte et bâtisseur, Georges Louis Leclerc, comte de Buffon (1707-1788), est une figure majeure de la pensée scientifique du siècle des Lumières. Dans son ""Histoire naturelle"", publiée de 1749 à 1788, Buffon fait le projet de décrire la nature tout entière et d'expliquer le développement de la vie. Partageant son temps entre Paris et Montbard, Buffon est resté toute sa vie fidèle à sa ville natale. Le site est composé de trois entités : le parc, aménagé par Buffon à partir de 1734 sur les fondations d’un ancien château des ducs de Bourgogne ; le musée, présentant l'oeuvre de Buffon et de Daubenton à travers une collection d’objets d’art et d’objets scientifiques ; l’hôtel Buffon, construit par le naturaliste sur les vestiges de sa maison natale.";Propriété de la Ville de Montbard.;;http://www.montbard.com;https://www.facebook.com/museeparcbuffon/;;;;labellisee-en-2011;maison-des-illustres;monument-historique;;musee-de-france;;;;;;;sciences-et-industrie;;;47.608376,4.399356
APN00_75_MI128;Château de Verteuil;Château de Verteuil;16510;Verteuil-sur-Charente;Charente;Nouvelle Aquitaine;France;"François VI, duc de La Rochefoucauld, prince de Marcillac (1613-1680) est un homme de lettres. Un temps présent à la cour et confident de la reine Anne d’Autriche, le rôle essentiel qu'il tient dans la période trouble de la « Fronde des princes » le pousse à revenir sur ses terres de Verteuil en 1653. Il s’attelle alors à la rédaction de ses ""Maximes"", qui notamment ont trait à la vanité humaine, et de ses ""Mémoires"",publiés neuf ans plus tard, reflet du goût de l’époque pour l’analyse psychologique. Bâti au XIe siècle et propriété ancestrale de la famille, le château a accueilli des hôtes prestigieux tels que François Ier et l'empereur Charles Quint. En partie brûlé pendant la Révolution, le château est vendu comme bien national, ava,t d'être racheté par Hyppolyte de La Rochefoucauld qui le restaure dans le goût du XIXe siècle. Riche des souvenirs et des œuvres artistiques associés à son histoire, le château de Verteuil, qui appartient toujours à la famille de La Rochefoucauld, est l'un des monuments les plus remarquables de la région.";Propriété privée.;;;https://www.facebook.com/Ch%C3%A2teau-de-Verteuil-195140884689339/;;;;labellisee-en-2012;maison-des-illustres;monument-historique;;;;;;;litterature-et-idees;;;;;45.969662,0.203803
APN00_03_MI165;Maison-musée Franconie;1 avenue du Général-de-Gaulle;97300;Cayenne;;Guyane;France;Propriété de la famille Franconie, dont l'installation en Guyane remonte au XVIIe siècle, la maison fut cédée en 1884 à la collectivité par le député Gustave Franconie (1845-1910) afin qu'y soient rassemblées les collections et l'impressionnante bibliothèque de son père, le philanthrope républicain et humaniste Alexandre Franconie (1808-1873), commerçant de son état. A ce noyau initial, le gouverneur de Guyane Emile Merwart décida d'adjoindre des objets sélectionnés pour le pavillon de la Guyane à l'Exposition universelle de 1900 à Paris, des tableaux donnés par Victor Schœlcher, des dons de notables et des dépouilles de chasse offertes par les habitants. Inauguré en 1901, ce musée a pour finalité de faire connaître et de promouvoir le patrimoine naturel et historique guyanais. Parmi ses collections d'histoire naturelle (faune, flore, minéralogie de Guyane), d'archéologie, d'ethnologie et d'histoire locale, se distinguent la collection d'insectes du père Yves Barbotin, forte de 4000 spécimens, les urnes funéraires de la culture Aristé ou encore les peintures du bagnard Francis Lagrange.;Musée départemental.;;https://musee.cg973.fr/ws/collections/app/report/index.html;;;;;labellisee-en-2011;maison-des-illustres;monument-historique;;musee-de-france;;;;;;arts-et-architecture;;;;4.938195,-52.334385
APN00_84_MI152;Palais Idéal - Villa Alicius;8 rue du Palais;26390;Hauterives;Drôme;Auvergne-Rhône-Alpes;France;"Ferdinand Cheval (1836-1924), dit le Facteur Cheval, fils de petit cultivateur, est un bâtisseur et un sculpteur autodidacte. En 1869, il est nommé facteur rural du village de Hauterives. A l’âge de 43 ans, Cheval commence la construction de son Palais Idéal, initialement appelé «Le Temple de la Nature». Pour réaliser ce monument composé d’éléments décoratifs profondément éclectiques, le facteur travaillera 33 ans et utilisera plus de 3500 sacs de chaux. Cette œuvre difficilement classable occupe une place unique dans l’histoire de l’art, mais c’est seulement après la mort de son bâtisseur que les surréalistes, avec André Breton, commencent à souligner son intérêt.  C’est en 1895, alors qu’il prend sa retraite, que Ferdinand Cheval construit avec l’aide d’un maçon la maison qu’il habitera dorénavant à l’entrée du site. En souvenir de sa fille Alice, emportée par la maladie à l’âge de 15 ans, Ferdinand Cheval appellera sa demeure «Villa Alicius». <br><br> <b>Dans vos salles de cinéma le 16 janvier 2019</b><br>""L'incroyable histoire du Facteur Cheval"", par le réalisateur Nils Tavernier. Avec dans les rôles principaux Jacques Gamblin et Laetitia Casta. <br><a href=""https://www.youtube.com/watch?v=_72MyB7MP8k"">> Voir la bande annonce</a>";Propriété de la Commune de Hauterives.;;http://www.facteurcheval.com;https://www.facebook.com/facteur.cheval/;https://twitter.com/palaisideal_off;https://www.instagram.com/facteurchevalofficiel/;;labellisee-en-2011;maison-des-illustres;monument-historique;;;;;;;;arts-et-architecture;;;;45.256826,5.028876
APN00_84_MI207;Musée Claude Bernard;414 route du musée;69640;Saint-Julien;Rhône;Auvergne-Rhône-Alpes;France;"Fils de vigneron, Claude Bernard (1813-1878) est né et a passé toute son enfance à Saint-Julien. À Paris, sa vie est partagée entre ses recherches et les cours qu’il donne au Collège de France, à la Sorbonne et au Muséum d’histoire naturelle. Son ""Introduction à l’étude de la médecine expérimentale"" (1865), écrite à Saint-Julien, lui vaut une reconnaissance littéraire et son élection à l’Académie française. Fortement attaché au Beaujolais, il revient tous les ans dans son pays natal, pour en apprécier le calme et superviser les vendanges. Habitation vigneronne caractéristique de la région, sa demeure natale permet de saisir l’intimité familiale et l’enfance du physiologiste. À côté, la maison de maître, achetée en 1861 par Claude Bernard, est une grande bâtisse bourgeoise typique du début du xixe siècle. Elle propose aujourd’hui un parcours muséographique moderne, ludique et interactif pour mieux comprendre sa vie et son oeuvre. Un parc boisé, une cour, des vignes complètent ce tableau bucolique.";Propriété de la Collectivité territoriale de l’agglomération Villefranche-Beaujolais.;;http://www.musee-claudebernard.fr;https://www.facebook.com/Mus%C3%A9e-Claude-Bernard-1588315998083160/;;;;labellisee-en-2015;maison-des-illustres;;;;;;;;;;sciences-et-industrie;;;46.023042,4.657083
APN00_24_MI041;Musée Balzac - Château de Saché;Rue du Château;37190;Saché;Indre-et-Loire;Centre-Val de Loire;France;"Honoré de Balzac (1799-1850) est l’un des grands écrivains de la première moitié du XIXe siècle. Avec 91 romans et plus de 2000 personnages, dont certains sont devenus des légendes littéraires, Balzac a conçu ""La Comédie humaine"", qui reconstitue un demi-siècle d’histoire. Il s’y essaye à tous les genres : fantastique et philosophique avec ""La Peau de chagrin"", réaliste avec ""Le Père Goriot"", romantique et poétique avec ""Le Lys dans la vallée"", historique avec ""Les Chouans"". Inspirant Flaubert, Zola ou Proust, son oeuvre titanesque a une postérité au siècle suivant avec l’invention du roman moderne, jusque-là confondu avec le feuilleton populaire. Le musée Balzac est installé dans le château de Saché où l'écrivain séjourna régulièrement de 1825 à 1848 et où il écrivit en partie ""Le Père Goriot"", ""Louis Lambert"", ""César Birotteau"" ou encore ""Illusions perdues"".";Propriété du Conseil départemental d’Indre-et-Loire.;;www.musee-balzac.fr;;;;;labellisee-en-2011;maison-des-illustres;monument-historique;;musee-de-france;;;;;litterature-et-idees;;;;;47.246335,0.543806
APN00_76_MI112;Atelier-musée Jean Lurçat;1679 avenue Jean-Lurçat;46400;Saint-Laurent-les-Tours;Lot;Occitanie;France;"Jean Lurçat (1892–1966) est considéré comme le grand rénovateur de l'art de la tapisserie. Ses premières tapisseries datent de 1933, sans oublier son travail dans les domaines de la peinture, de la céramique et de la lithographie. Son vocabulaire artistique, d'une grande richesse, utilise souvent des symboles tels que le coq et le soleil. C’est au château de Saint-Laurent que Jean Lurçat crée l’une de ses œuvres les plus connues, ""Le Chant du monde"". Pendant les vingt dernières années de sa vie, l’artiste marque de son empreinte chaque pièce de la demeure. En 1986, Mme Simone Lurçat, veuve de l’artiste, fait don des lieux au département du Lot. Dominant la ville de Saint Céré, le château de Saint-Laurent et ses tours sont bâtis sur les vestiges d’un ancien oppidum. Durant huit siècles, il a été la propriété de la famille des Turenne avant d’être racheté par Louis XV, puis abandonné. Jean Lurçat en fit l’acquisition en 1945.";Propriété du Conseil départemental du Lot.;;;;;;;labellisee-en-2011;maison-des-illustres;monument-historique;;;;;;;;arts-et-architecture;;;;44.865209,1.894855
APN00_75_MI131;Maison natale de François Mitterrand;22 rue Abel-Guy;16200;Jarnac;Charente;Nouvelle Aquitaine;France;Cette demeure, acquise en 1853, est resté propriété de la famille jusqu'en 2005. François Mitterrand (1916-1996) y a vu le jour le 26 octobre 1916. C'est un bel exemple d'architecture charentaise du début du Xxe siècle : une maison de ville en pierres de taille, à l'allure simple et sévère. Une partie date aussi des annés 1930. Elle ouvre sur la rue par une longue façade à hautes fenêtres aux volets gris. Passé le grand portail, l'intimité de la famille se dévoile : une cour intérieure pavée dominée par une glycine centenaire, donnant sur un petit carré de gazon entouré de parterres de fleurs. Dans le pas du président, on y découvre les pièces à vivre, restaurées à l'identique, meubles, objets, documents familiaux, ainsi que les écrits de François Mitterrand, qui y revint très régulièrement toute sa vie. Un jardin occupe désormais la cour de la vinaigrerie, activité qui a fait vivre la famille Mitterrand jusqu'en 1968.;Acquise par la ville de Jarnac en 2005, puis cédée en 2011 à L’Institut François Mitterrand qui en assure désormais la gestion.;;;https://www.facebook.com/MaisonNataleDeFrancoisMitterrand/;;;;labellisee-en-2011;maison-des-illustres;monument-historique;;;;;;;litterature-et-idees;;;;histoire-et-politique;45.681444,-0.18002
APN00_75_MI016;Château-musée Henri IV;Rue Henri-IV;47600;Nérac;Lot-et-Garonne;Nouvelle Aquitaine;France;"Marguerite d’Angoulême (1492-1549) est la soeur de François Ier et la grand-mère d’Henri IV. Auteur notamment de ""L'Heptaméron"", elle établit à Nérac une cour brillante d’intellectuels, humanistes et hommes de lettres. Elle y accueille des grands esprits de la Réforme tel Calvin, des poètes parmi lesquels Clément Marot, ou encore des théologiens comme Jacques Lefèvre d’Etaples. Jeanne d’Albret, reine de Navarre (1528-1572), est la fille de Marguerite d’Angoulême et la mère du futur Henri IV. Elle fait le choix de devenir protestante sous l’influence de Théodore de Bèze, un des disciples de Calvin, faisant ainsi de Nérac une capitale politique et protestante. Le château a été édifié au XVe siècle par Alain d'Albret le Grand, le trisaïeul d'Henri IV. Résidence principale du futur roi de France et de son épouse la Reine Margot de 1577 à 1582, il témoigne de l’apogée de la famille d’Albret et de la cour de Nérac à la Renaissance.";Propriété de la Ville de Nérac.;;;https://www.facebook.com/chateauhenriivnerac/;;;;labellisee-en-2011;maison-des-illustres;monument-historique;;musee-de-france;;;;;;;;;histoire-et-politique;44.135025,0.340467
APN00_75_MI102;Maison natale de Jean Giraudoux;4 avenue Jean-Jaurès;87300;Bellac;Haute-Vienne;Nouvelle Aquitaine;France;"Jean Giraudoux (1882-1944) est un écrivain, essayiste, romancier et auteur dramatique. Reçu au petit concours des Affaires étrangères, il mène à partir de 1910 une double vie d'écrivain et de diplomatie. Ses romans reflètent souvent une réflexion issue de son expérience personnelle : la question franco-allemande dans ""Siegried et le Limousin"", la tentation de la fuite dans ""Aventures de Jérôme Bardini"", la fracture du couple dans ""Choix des élues"". Mais c'est surtout au théâtre qu'il s'illustre, grâce à sa collaboration fructueuse avec Louis Jouvet. ""La guerre de Troie n'aura pas lieu"", ""Electre"", ""La Folle de Chaillot"" connaissent un succès immédiat. Attiré par le cinéma, il participe à l'adaptation de la ""Duchesse de Langeais"" de Baroncelli et au scénario des ""Anges du péché"" de Bresson. Bien que l'écrivain n'ait vécu qu'une année à Bellac, la maison de son grand-père reste gravée dans sa mémoire. Sa bibliothèque personnelle a été transférée à la médiathèque intercommunale de Bellac. Elle peut être consultée sur rendez-vous.";Propriété de la municipalité de Bellac, animée par l’Association des amis de Jean Giraudoux.;;;;;;;labellisee-en-2011;maison-des-illustres;;;;;;;;;;;;;46.1227,1.048077
APN00_76_MI183;Château d'Espeyran;;30800;Saint-Gilles;Gard;Occitanie;France;Le domaine est propriété de la famille Sabatier, dynastie de mécènes, depuis 1791, date à laquelle lorsque Guillaume Sabatier (1730-1808) l'acquiert lors d'une vente de biens nationaux. Voisin de l'abbaye de Saint-Gilles à laquelle son histoire est liée, le domaine est transmis de génération en génération jusqu'à Guy Sabatier (1885-1967) qui, pour perpétuer la mémoire familiale, le lègue en 1963 aux Archives de France.  Frédéric Sabatier (1813-1864), premier à ajouter le patronyme d'Espeyran à son nom et propriétaire du château à partir de 1818, s'attache d’abord à faire d'Espeyran un domaine modèle en matière d'élevage de chevaux et de bovins. Le domaine connaît ensuite plusieurs phases d’aménagement, la plupart conduites par des architectes et des artistes montpelliérains.  Le domaine d'Espeyran, structuré autour d’un château rénové au XIXe siècle, d’un parc de treize hectares et d’une réserve archéologique de sept hectares, abrite depuis les années 1970 le Centre national des microfilms et de la numérisation.;Propriété du Service interministériel des Archives de France.;;;;;;;labellisee-en-2013;maison-des-illustres;;;;;;;;;arts-et-architecture;;;;43.673901,4.40746
APN00_76_MI224;Maison André Breton;Auberge des Mariniers, place du Carol;46330;Saint-Circq Lapopie;Lot;Occitanie;France;Après la Seconde Guerre mondiale, les convictions pacifistes d'André Breton (1896-1966), poète et fondateur du surréalisme, le menèrent dans le département du Lot à l'invitation du mouvement des Citoyens du monde. C'est à cette occasion, en juin 1950, qu'il fit la découverte de Saint-Cirq-Lapopie et eut le « coup de foudre » pour ce village qui est apparu « comme une rose impossible dans la nuit ». Il y séjourna tous les étés jusqu'à sa mort après avoir acquis la plus ancienne maison du bourg datant des XIIe e XIIIe siècles. Il y accueillit de nombreux amis et artistes de renom, avec qui il pratiqua et inventa plusieurs jeux et activités surréalistes.;"Propriété de la commune. Gestion de l'association "" La Rose Impossible "".";;;https://www.facebook.com/maison.Breton/;https://twitter.com/maisonbreton;;;labellisee-en-2017;maison-des-illustres;;;;;;;;litterature-et-idees;;;;;44.462062,1.650181
APN00_76_MI188;Maison natale de Dominique Jean-Larrey;11 rue Larrey;65710;Beaudéan;Hautes-Pyrénées;Occitanie;France;"Dominique-Jean Larrey (1766-1842) est un médecin militaire. Il s'initie à la médecine en 1780, aux côtés de son oncle chirurgien dans un hôpital toulousain, et se lance dans des études spécialisées. Après quelques expériences sur le terrain, comme chirurgien-major des vaisseaux du roi puis à bord de la frégate ""La Vigilante"" destinée à inspecter les pêcheries de Terre-Neuve, il est affecté comme aide-major à l'armée du Rhin en 1792. C'est à cette occasion qu'il imagine ses « ambulances volantes » capables d'aller porter assistance aux blessés directement sur le champ de bataille. Ce n'est qu'en 1797, dans l'armée d'Italie du général Bonaparte qui lui en est reconnaissant, que ses ambulances entrent en action et font de lui le père de la médecine d'urgence. Dominique Jean Larrey est né à Beaudéan et y passe les premières années de sa vie, avant que la disparition de son père ne le contraigne à partir pour Toulouse.";Propriété de la ville de Baudéan.;;;;;;;labellisee-en-2013;maison-des-illustres;;;;;;;;;;sciences-et-industrie;;;43.028757,0.167625
APN00_76_MI115;Maison natale de Pierre de Fermat;3 rue Pierre-Fermat;82500;Beaumont-de-Lomagne;Tarn-et-Garonne;Occitanie;France;Pierre de Fermat (1601-1665) est un magistrat et mathématicien du XVIIe siècle. Il participe à la vie mathématique de son époque en correspondant avec d’autres savants. Il a contribué avec Descartes à la création de la géométrie analytique, du calcul infinitésimal et du calcul des probabilités.Pierre de Fermat est surtout le fondateur de la théorie moderne des nombres, branche des mathématiques qui étudie les nombres entiers. C’est dans cette dernière branche que Pierre de Fermat se distingua, notamment avec son théorème qui a tenu en haleine les scientifiques du monde entier pendant 356 ans jusqu’à ce qu’il soit démontré en 1994 par le mathématicien anglais Andrew Wiles.  Sa maison natale est devenue le principal centre culturel de la Lomagne.;Propriété de la commune de Beaumont-de-Lomagne.;;;https://www.facebook.com/Fermat.Science/;;;;labellisee-en-2011;maison-des-illustres;;;;;;;;;;sciences-et-industrie;;;43.882971,0.987617
APN00_93_MI139;Villa Michel Simon;Chemin du Sémaphore;13600;La Ciotat;Bouches-du-Rhône;Provence-Alpes-Côte d’Azur;France;"Michel Simon (1895-1975) est un acteur suisse comptant parmi les premières vedettes du cinéma. Tournant sous la direction des plus grands cinéastes de l’époque (Jean Renoir, Sacha Guitry…), il est le héros de succès inoubliables comme ""Boudu sauvé des eaux"" ou ""Le Quai des brumes"". Il choisit d’acheter la villa de La Ciotat en 1946, séduit par cette bastide du XVIIIe siècle ouverte sur les calanques, qu’il fait réaménager et à laquelle il ajoute une tour. Il y passe ses vacances pendant un quart de siècle. En 1990, la ville de La Ciotat rachète le domaine et le transforme en résidence d’écriture pour le cinéma et l’audiovisuel.";Propriété de la ville de La Ciotat.;;;;;;;labellisee-en-2012;maison-des-illustres;;;;;;;;;;;musique-theatre-et-cinema;;43.170117,5.594134
APN00_93_MI225;Musée Frédéric Mistral;11 avenue Lamartine;13910;Maillane;Bouches-du-Rhône;Provence-Alpes-Côte d’Azur;France;Figure tutélaire de la Provence, Frédéric Mistral (1830-1914) est un poète flamboyant aux multiples facettes, à l'œuvre foisonnante, ancrée dans son époque et consacrée par le prix Nobel de littérature en 1904. Son travail poétique, volontiers épique, traverse les thèmes, l'histoire, du légendaire et des modes de vie de la Provence. Dès son plus jeune âge, Frédéric Mistral, tout en s'engageant dans un travail lexicographique, met sa plume et ses convictions au service d'une revendication régionaliste toujours présente. La demeure a été construite et meublée par Frédéric Mistral en 1876, en vue de son mariage. Il vivra de manière continue et créera nombre de ses œuvres dans cette demeure bourgeoise, au décor sculpté évoquant les héroïnes mistraliennes, flanquée d'un grand jardin.;Propriété de la commune.;;;;;;;labellisee-en-2017;maison-des-illustres;monument-historique;;musee-de-france;;;;;litterature-et-idees;;;;;43.831079,4.782653
APN00_28_MI195;Château du Tertre;Le Tertre;61130;Sérigny;Orne;Normandie;France;"Roger Martin du Gard (1881-1958) écrivain du XXe siècle, se faît connaître en 1913 avec ""Jean Barois"", roman sur l'affaire Dreyfus et hymne au courage de l'esprit. Mobilisé l'année suivante, il est fortement marqué par la Grande Guerre : ""Les Thibault"", monument littéraire, trace le destin de la bourgeoisie parisienne à l'approche et pendant le premier conflit mondial. Au château du Tertre qu'il aménage en 1925 en résidence littéraire, il accueille ses amis André Gide, André Malraux, Gaston Gallimard et Jacques Copeau. Celui qui écrivait « J'ai le fétichisme du bonheur humain ; je ne serais pas éloigné d'en faire le but de la civilisation » reçut le prix Nobel de littérature en 1937.";Propriété privée.;;;;;;;labellisee-en-2013;maison-des-illustres;monument-historique;;;;;jardin-remarquable;;litterature-et-idees;;;;;48.388235,0.579597
APN00_84_MI018;Musée Emile Guillaumin;Les Vignes;03160;Ygrande;Allier;Auvergne-Rhône-Alpes;France;"Émile Guillaumin (1873-1951) est un paysan et écrivain. Il travaille la terre depuis son plus jeune âge et écrit ses premiers poèmes à l'âge de 17 ans, dans le patois local du Bourbonnais. En 1892, il emménage dans l'exploitation dite «Les Vignes», à Ygrande. C'est ici qu'en 1901, marqué par la lecture de ""Jacquou le Croquant"" d'Eugène Le Roy, il entreprend l'écriture de ""La vie d'un simple"", son chef-d'œuvre décrivant la condition paysanne au XIXe siècle. Malgré le succès littéraire, Emile Guillaumin n'abandonne pas le monde paysan et contribue même à la formation d'un syndicalisme agraire. Dans sa maison devenue musée, on découvre désormais des témoignages de la vie paysanne de l'époque, de l'activisme de son illustre occupant, ainsi que de sa carrière littéraire.";Propriété de la commune d'Ygrande.;;http://musee-emile-guillaumin.planet-allier.com;https://www.facebook.com/emile.guillaumin1/;;;;labellisee-en-2012;maison-des-illustres;;;;;;;;litterature-et-idees;;;;;46.552028,2.950624
APN00_27_MI172;Maison Romain Rolland - Musée Zervos;14 Rue Saint-Etienne;89450;Vézelay;Yonne;Bourgogne – Franche-Comté;France;"Romain Rolland (1866-1944) est un écrivain français, Prix Nobel de littérature en 1915. Agrégé d'histoire, enseignant à l'École normale supérieur et La Sorbonne, il devient célèbre grâce au roman en dix volumes ""Jean-Christophe"", son premier succès. Lors de la Première Guerre mondiale, il affiche dans la presse des positions pacifistes, dénonçant les deux camps. Il poursuit dans cette voie en 1919 en publiant dans ""L'Humanité"" la « Déclaration de l'indépendance de l'esprit », signée par de nombreux intellectuels cherchant à tirer des leçons de la guerre. Dans cette maison qu'il achète en 1937 et où sa femme et lui passent toute la période de l'Occupation, il écrit notamment son ""Journal de Vézelay"", témoignage exceptionnel d'un écrivain pris dans le quotidien de la guerre. Il y meurt le 30 décembre 1944, après avoir rédigé ""Le voyage intérieur"" (1942) et ""Péguy"" (1943) dans sa chambre-cabinet de travail.";Musée municipal géré par le Conseil départemental de l’Yonne.;;https://www.yonne.fr/Culture-et-Vie-Locale/Sites-et-monuments/Musee-Zervos/;;;;;labellisee-en-2013;maison-des-illustres;;;musee-de-france;;;;;litterature-et-idees;;;;;47.463731,3.743124
APN00_44_MI046;Château de Cirey;33 rue Emilie-du-Châtelet;52110;Cirey-sur-Blaise;Haute-Marne;Grand Est;France;Émilie Le Tonnelier de Breteuil (1706-1749), marquise du Châtelet, est une physicienne, mathématicienne, et l’une des premières femmes savantes. Outre ses travaux sur l’énergie, elle est également la traductrice des travaux d’Isaac Newton. Le château de Cirey est la demeure ancestrale de son mari, mais c’est Voltaire, l’amant de la marquise, qui en finance la restauration et en fait une confortable demeure, décidant par exemple d'édifier le petit théâtre, la plus ancienne salle privée de ce genre. Le château est toujours une propriété privée et ses visiteurs peuvent notamment découvrir le théâtre de Voltaire, la chambre de la Marquise du Châtelet, les salons, la bibliothèque, la salle à manger et les cuisines du XVIIe siècle.;Propriété privée.;;www.chateaudecirey.com;https://www.facebook.com/pages/Ch%C3%A2teau-de-Cirey/143742435670639;;;;labellisee-en-2012;maison-des-illustres;monument-historique;;;;;;;litterature-et-idees;;;;;48.330756,4.938868
APN00_44_MI047;Auberge de Verlaine;1 Rue du Pont Paquis;08310;Juniville;Ardennes;Grand Est;France;"Paul Verlaine (1844-1896) est un poète dont l'oeuvre, publiée entre vingt-deux et trente-cinq ans, a contribué à la modernité poétique de la fin du XIXe siècle et du début du XXe siècle. C’est à l’âge de onze ans que Verlaine commence à écrire ses premiers poèmes, mais il est publié pour la première fois à vingt-deux ans avec ses ""Poèmes saturniens"". ""Les Fêtes galantes"" et ""La Bonne Chanson"" paraissent respectivement en 1869 et en 1872, avant que sa vie ne bascule en 1873 : au cours d’une dispute, il tire sur son compagnon de route Arthur Rimbaud et est condamné à deux ans d’emprisonnement. A sa sortie, il part enseigner en Angleterre, où il rencontre Lucien Létinois, un de ses anciens élèves. Il rentre en France chez les parents de ce dernier, à Coulommes, au cours de l'année 1880. Avec l'argent de sa mère, Verlaine achète alors une ferme dans les environs, à Juniville, qu’il offre à son tour aux Létinois, tandis que, de son côté, il loue une maison non loin, face à l’Auberge du Lion d’Or. Intacte et conservée, cette auberge, dont il était familier, est devenue un musée consacré à la vie et à l’œuvre atypiques du poète.";Propriété de la commune de Juniville.;;http://musee-verlaine.fr;https://www.facebook.com/museeverlaine/;;;;labellisee-en-2012;maison-des-illustres;;;;;;;;litterature-et-idees;;;;;49.393631,4.386096
APN00_53_MI035;Château de Combourg;23 rue des Princes;35270;Combourg;Ille-et-Vilaine;Bretagne;France;"Écrivain et homme politique, François René de Chateaubriand (1768-1848) est né à Saint Malo et passe une partie de son enfance au château de Combourg, qu’il a immortalisé dans ses ""Mémoires"" : « C’est dans les bois de Combourg que je suis devenu ce que je suis. » Parti voyager en Amérique en 1791, il revient en France en apprenant l'arrestation de Louis XVI. Engagé dans l'armée contre-révolutionnaire des Princes, il est blessé puis soigné à Jersey. Il se réfugie ensuite en Angleterre où il rédige ses premiers écrits, qu'il publie à son retour en France en 1800 : ""Atala"" (1801), ""René"" (1802), ""Génie du christianisme"" (1802). Il consacre alors sa vie à la littérature et à la politique. Nommé ambassadeur à Berlin, Londres et Rome, il a aussi été ministre d'Etat et ministre des Affaires étrangères. Ses écrits regroupent des œuvres de voyage, des récits et ses ""Mémoires d'outre-tombe"", dans lesquels il s'affirme comme le grand précurseur du romantisme français. Une visite guidée du château, dont les construction a commencé au XIIe siècle, raconte la riche histoire de cette illustre famille, toujours propriétaire des lieux.";Propriété privée.;;http://www.chateau-combourg.com/;https://www.facebook.com/ChateauCombourg/;;https://www.instagram.com/chateaucombourg/;;labellisee-en-2011;maison-des-illustres;monument-historique;;;;;jardin-remarquable;;litterature-et-idees;;;;;48.408833,-1.752884
APN00_76_MI096;Maison des Mémoires - Maison Joë Bousquet;53 rue de Verdun;11000;Carcassonne;Aude;Occitanie;France;"Paralysé à la suite d’une blessure de guerre reçue en 1918, le poète Joë Bousquet (1897-1950) s’installe dans cette maison en 1924 et y passe le restant de sa vie. Il y écrit une œuvre rare et exigeante, participe activement à la revue ""Les Cahiers du Sud"", et reçoit ses amis (Paul Valéry, Max Ernst, Magritte, Louis Aragon, André Gide, Salvador Dali, Simone Weil, etc). Peintres, écrivains, philosophes se succèdent dans cette chambre dont les volets restent toujours clos. Elle est demeurée intacte depuis la mort du poète. Trois structures sont installées dans la Maison des Mémoires : le Centre Joë Bousquet et son temps, le Groupe audois de recherche et d’animation ethnographique, et l'Association d’études du catharisme - René Nelli.";Propriété du Conseil départemental de l’Aude.;;;;;;;labellisee-en-2011;maison-des-illustres;monument-historique;;;;;;;litterature-et-idees;;;;;43.212592,2.351669
